78;"Светом! Спорим, я узнаю этот почерк."
79;"Ого, ты показал себя настоящим детективом, $c."
80;"Почему да! Надпись на этой странице действительно совпадает с подписями реестра."
81;"Что ж, посмотрим, что в этой бочке!$b$bДа-да, похоже, все это здесь. Вот ваш гонорар за пакет, молодец. Я заработаю в пять раз больше, когда продам его в таверну! Хар-хар!$b$bЭти дополнительные бутылки Hinterlands Honey Ripple будут приготовлены для особого случая. Думаю, я выпью немного с шампанским. Я назову это... шампанским."
82;"Хорошая работа - я начну свой анализ сейчас! Хотя я могу сказать вам с самого начала... они не похожи ни на одну форму насекомых, которую я когда-либо видел. Как будто этими жуками управляет какая-то внешняя сила или что-то в этом роде. по-видимому, возникла чрезвычайная ситуация, в которой ему нужна твоя помощь! Я не уверен, но я думаю, что это связано с большим количеством жуков в пустыне Танарис!"
83;"Ах, какие красивые банданы, только грубоватые...$b$bВот ты где!"
84;"Мм, ням! Этот пирог самый лучший!$b$bКажется, ко мне возвращается память..."
85;"Вы потеряли что? Ну, я не брал ожерелье, потому что я не вор!$b$bЯ мог бы знать, кто это сделал, но...<усмехается>...Я слишком голоден, чтобы вспоминать."
86;"Хотя это мясо дикого кабана жесткое, достаточно его проварить, и из него обязательно получится вкусный пирог!"
87;"О, вы нашли его! Спасибо, спасибо, дорогая!$B$BВот, возьми это. Это был мой муж, и он всегда говорил, что ему повезло. Если бы только он не забыл его в свой последний поход! *нюхать*"
88;"Слава Богу! Эта свинья стала такой большой, что съела бы весь наш урожай! Спасибо, $N.$b$b. Вам подходит что-то из этого?"
89;"Отличная работа, $N. Эти припасы очень помогут усилиям моста. Мы быстро укрепим эту красоту."
90;"Очень хорошая работа, $N! Наслаждайтесь деликатесом, известным как Кебаб с приправами из волка!"
91;"Суд Лейкшира признает вашу приверженность правосудию, $N. Применяя законы Королевства, вы помогаете отстаивать справедливость на земле."
92;"Молодец, $N. Такие прекрасные экземпляры! А вот и ваше восхитительное лакомство, известное как Гуляш Красногорья!"
93;"Ах да, классные у вас ножки! Позвольте мне просто приправить их моими секретными специями (не глядя!) и заставить их скользить на сковороде некоторое время... $B$BИ, хотя пироги с темным крабом - моя специальность, и я не буду давать рецепт , вот рецепт почти такого же вкусного блюда."
94;"Вы помещаете Глиф Азоры на камень. Он прилипает... и вы слышите из него бестелесный голос Феокрита: $B$BПримите мою благодарность, юный $N. Теперь вы можете говорить со мной с помощью этого глифа, и у меня могут быть для вас задания на будущее... после того, как я исследую мысли моего соперника."
95;"Здесь куча грязи, нагроможденная наспех, как будто кому-то нужно было что-то спрятать... без особого времени."
96;"Это доказательство, которое я просил. Вы хорошо поработали, $N.$B$BI я рад быть первым, кто поздравит вас и подарит вам этот... ваш тотем воды.$B$BИспользуйте его хорошо, и удачи.$B$BYВаш следующий тест не будет в течение некоторого времени, так что хорошо изучите свои уроки. Чистая вода не только вернет жизнь раненым, но и может иметь много других эффектов. Я предлагаю вам найти наставника шаманов, когда у вас будет время. У них могут быть другие заклинания для вас, чтобы выучить."
97;"Я знал это! Отличная работа, $N."
98;"Я знаю, $N: Сталван мертв. Я почувствовал волну надежды, прокатившуюся по испорченному лесу. Раз и навсегда Сумеречный лес свободен от своей жажды крови. Моей радости мешают мысли о тех, кто стал жертвой ужасного зверя. Тем не менее, вы храбрый и хитрый $c."
99;"Ваше упорство похвально. Со знаниями, которые ты помог мне собрать, Аругал падет, и его безрассудная магия будет уничтожена. Здоровья тебе, $N."
100;"Спасибо тебе. Спасибо шаманам.$B$BКоррупция идет на убыль, но жизнь продолжает угасать. Вплоть до шаманов, чтобы защитить жизнь."
101;"Очень мудро с твоей стороны, $N. Этот Тотем Скорби поможет защитить вас от зла, скрывающегося в Азероте и за его пределами. Когда вы чувствуете угрозу, держите этот тотем и утешайтесь его магической аурой. Будь храброй, справедливой $c. Вам понадобится вся храбрость, которую вы можете собрать, потому что я вижу много крови в вашем будущем."
102;"Молодец, $N. С такими доблестными авантюристами, как вы, сражающимися вместе с Народным ополчением, Западный Край вполне может вернуться к процветающей житнице, которой он когда-то был. Пожалуйста, примите это в знак признания ваших неустанных усилий."
103;"Слава тебе, храбрый $c. Благодаря вашему упорному труду скалы Западного побережья зажгутся. Многие жизни будут спасены, пока горит факел. $B$BI умер напрасно на этом самом берегу. Мое тяжелое положение в загробной жизни состоит в том, чтобы увидеть, что никто другой не следует за моей судьбой."
104;"Итак, грязный язычник Мрачноглаз мертв. Молодец, $N. Вашими руками была погребена одна жизнь, но, возможно, многие другие были спасены. Великое Море, наполненное опасностями, этой ночью будет чуточку безопаснее благодаря вашему героизму."
105;"Вы сделали это! Араж... лич наконец побежден!$B$BВ этот день ты оказал Орде огромную услугу, $N. Ваша храбрость и настойчивость являются свидетельством того, что значит быть настоящим героем. Пожалуйста, примите это как знак того, что все увидят и узнают, что вы принесли Орде победу на века!"
106;"Ах! Я не выношу нас в разлуке. Я должен увидеть ее!!"
107;"Мое сердце сочувствует этим двум несчастным, Мэйбелл и Томми Джо. Я помню, как когда-то был молодым и влюбленным. $b$b Я должен чем-то помочь им! Дай мне подумать..."
109;"А, значит, мой друг прислал тебя сюда? Как мило. $B$BНу, монархия Штормграда отказалась от нашего дела. Теперь задача Народной милиции — защитить землю от коррупции. Если вас интересует наше дело, я могу использовать ваши боевые навыки во имя свободы."
110;"Да, у меня есть результаты прямо здесь. Они... мягко говоря, тревожат. Если это так, то мы имеем дело не только с очень могущественной неизвестной силой, но и со зловредной. Эти ошибки были изменены, чтобы быть чистыми опустошителями. Я никогда не видел ничего подобного."
111;"Пока наши семьи враждуют, у Томми Джо и Мэйбелл нет большого будущего, но... может быть, мы сможем ненадолго собрать их вместе. $B$BHm, что мы можем сделать..."
112;"Вы получили их. Хорошее шоу! А теперь, одну минутку, пока я приготовлю зелье..."
113;" Спасибо за отчет, младший геодезист $N; Вот ваша плата за усердную службу в компании Gadgetzan Water Company. лет сейчас. Если он рекомендует сообщить об этом всем, то так тому и быть. Дайте мне минутку, и я сделаю вам копию."
114;"О... мой! Я чувствую вину за обман своей семьи, но мои чувства к Томми Джо слишком сильны, чтобы их игнорировать. $b$bСпасибо, $N. Я выпью этот ликер, как только представится возможность, и ускользну к своей любви.$b$bА для тебя... пожалуйста, возьми это."
115;"Спасибо, $N. Я отправлю их на немедленное уничтожение."
116;"Хорошая работа, $N! Я хорошо знаю дороги, по которым вам пришлось пройти, чтобы раздобыть этот прекрасный набор спиртных напитков. Но мои покровители будут счастливы еще раз! $b$bМоя жена умеет шить. Пожалуйста, примите этот плащ, который она сшила в обмен на ваши услуги."
117;"Хмель и ячмень, дрожжи и солод $bВкусовые рецепторы ощущают виртуальную атаку, $bНе нужно умолять, не нужно умолять $bПотому что лагер Громового Пива поставляется в бочонках!"
118;"Хех, так старому Вернеру нужны туфли, не так ли!?!"
119;"Спасибо, это мне очень помогает.$b$bНо что это? Вместе с ящиком Аргус прислал записку... Что?? Аргус хочет, чтобы я ему ЗАПЛАТИЛ? Ба!$b$bХорошо, $N, спасибо за помощь."
120;"В своей тарелке $c.$b$bМагистр Соломон — благородный лидер. Его слова имеют для меня большое значение. Я посоветуюсь с королем и разъясню ему ситуацию. Убедите хорошего судью, что армия Штормграда поддерживает его. Подкрепление будет отправлено, как только Его Величество даст указание."
121;"Спасибо за ваше время, $c. За вашу службу в Приозерье и Штормграде я вознаграждаю вас этими монетами. Что-то неладно в нашем королевстве. Боюсь, это начало конфликта, а не конец."
122;"Спасибо! Это избавит меня от долгов перед Аргусом..."
123;" Хм... Я слышал об этом ""Коллекционере"", но не знаю, на кого он работает. Спасибо за расписание. Это поможет нам разгадать эту тайну."
124;"Спасибо за вашу помощь, $N."
125;"Отличное выздоровление, $N! Никогда не думал, что снова увижу эти инструменты."
126;"Еще раз спасибо за вашу помощь. Армия Штормграда настолько занята борьбой с орками, что у них нет войск, чтобы защитить Красногорье от местных угроз, таких как гноллы."
127;"Приятно иметь с тобой дело, приятель!"
128;"Я вижу, ты доблестно сражался против клана Черной горы, $c. Ваша служба нашему городу действительно велика."
129;"Спасибо, мне действительно не помешала еда. Охранять Приозерье от орков и гноллов — тяжелая работа!"
130;"Вам нужен букет цветов? Ты не так давно был в городе... ты уже нашел себе здесь возлюбленную? такие времена."
131;"О, это прекрасно! Мне не терпится поставить их в воду!$b$bНо...это любимые цветы Марти. Паркер не заставлял тебя ходить к той ревнивой мегере за этим букетом, не так ли? Ты не сказал ей, для кого они были, не так ли? Если да, то меня не удивит, если она их отравит.$b$bО, но это не твоя вина. Спасибо, а вот и ваша еда."
132;"Ба! Я должен был позволить этому негодяю сгнить, когда у меня был шанс. Но эта информация имеет решающее значение. Хорошая работа."
133;"А, спасибо. Это будет делать только трюк!"
134;"Спасибо Nec-... ну, спасибо ВАМ, $N! Вы более чем заслужили свою награду. $B$BAха! Счастливый! Счастливых ночей впереди!!"
135;"Этот вопрос может быть более сложным, чем думает Стаутмантл."
136;"Сундучок медленно со скрипом открывается. Песок и вода кажутся его единственным содержимым. Но ждать! Маленький краб выбегает с ключом к сокровищу в своих клешнях!"
138;"Молодец, кладоискатель!"
139;"Ты на пути к джекпоту, искатель сокровищ!"
140;"Петли на старом сундуке заржавели, но все еще работают. Вы открываете сундук и забираете добычу. $B$BПоздравляем!"
141;"Эдвин Ван Клиф. . .Я хорошо знаю это имя. Мысль о том, что такой трудолюбивый и талантливый человек мог превратиться в такого негодяя, меня нервирует. Мне потребуются дополнительные доказательства, прежде чем я поверю в это."
142;"Это действительно твердое доказательство того, что Ван Клиф у руля. Теперь все, что нам нужно знать, это где прячется банда Справедливости.$b$bНам повезло, пока вас не было. Мы поймали вора, пытавшегося украсть фургон Салдина. Он пообещал провести нас к убежищу в обмен на свою жизнь. Я хочу, чтобы ты защитил предателя, чтобы он смог раскрыть убежище. Вернись ко мне, как только найдешь это место."
143;"Добрый Посланник, ты хорошо послужил своему господину."
144;"Я же говорю, это совсем не хорошо. Я не понимал, что положение Стаутмантла мало чем отличалось от нашего здесь, в Приозерье. Какое действие настолько важно, что оно отзовет армию Штормграда от своего народа? Ба, я не должен размышлять вслух.$b$bВот, посыльный. Прими эти монеты в обмен на службу городу. Я мог бы обратиться к вам снова."
145;"Спасибо, что проделали долгий путь сюда. Это действительно важная информация."
146;"Светом! Армия Штормграда отступила из Западного Края. И Стража больше не защищает Темнолесье? Предательства предостаточно. Как это могло быть так? $b$bО, я забыл вознаградить тебя за службу, $c. Вот несколько монет. А теперь извините. Что-то не так в Штормграде, и я должен разобраться в этом."
147;"Вы нашли его? Молодец, $N. Он больше не будет ""собирать"" в Элвиннских копях!$B$BИ это интересное кольцо, которое ты нашел... это членское кольцо старой гильдии каменщиков в Штормграде. Зачем простому вору кольцо гильдии ремесленников, и почему воры Справедливости собирают деньги с наших шахт?$B$BDСложные вопросы. Я надеюсь, что однажды у нас будут ответы."
148;"Ах, нить из призрачных волос — это то, что вам нужно, не так ли? Боюсь, у меня их нет в наличии, но я могу сделать их для вас... если вы дадите призрачные волосы."
149;"Что это? Расческа? Это прекрасно! И он скользит по моим волосам, как будто это не тот жесткий, тягучий ужас, которым он является. $B$BOОх, если бы у меня было зеркало..."
