269;0;1;ruRU;Жители Темнолесья ожидают от Совета большего. Мы не можем позволить им страдать от этого нечестивого гнева, который преследует нас.
269;0;2;ruRU;Постоянные ссоры ни к чему не приведут. Нам нужно действовать.
270;0;0;ruRU;Нам нужно лучшее представительство от Штормграда. Наши дома захвачены нежитью.
270;0;1;ruRU;Лес кишит воргенами и упырями. Что-то должно быть сделано!
271;0;0;ruRU;Наше дело остается без внимания за толстыми каменными стенами Штормграда.
271;0;1;ruRU;Новости из Штормграда не сулят ничего хорошего....
273;0;0;ruRU;Эта темная зараза совершенно вредна для бизнеса.
274;0;0;ruRU;Псссст. У нас только что появился самогон. . .
274;0;1;ruRU;Шаг вперед и мочите свой свисток.
276;0;0;ruRU;Сегодня звезды будут в идеальной форме!
276;0;1;ruRU;В ночном небе действует нечто большее, чем магия. Однажды они меня послушают. . . .
295;0;0;ruRU;Добро пожаловать в Lion's Pride Inn. Чувствуй себя как дома!
295;1;0;ruRU;Так много нужно сделать, так много сделать! Куда уходит время?
295;1;1;ruRU;Если ваш стакан полон, пусть это будет снова!
300;0;0;ruRU;Рааар!!! Я разбиваю $r!
300;0;1;ruRU;Меня разбить! Ты умрешь!
300;0;2;ruRU;Я раздавлю тебя!
314;0;0;ruRU;Подожди... ты не мой муж. Но он, должно быть, послал тебя. А ты... выглядишь... вкусно!
314;0;1;ruRU;Абер? Это ты...? О... Я так голоден, Абер! ТАК ГОЛОДНЫ!!
315;0;0;ruRU;Я пролью твою кровь, $C!
315;0;1;ruRU;Кто смеет беспокоить меня? Умри $n!
315;0;2;ruRU;Тиллоа ты ли это? Почему нет! Это просто какой-то грязный $r!
325;0;0;ruRU;Боюсь, грядет что-то темное.
325;0;1;ruRU;Кажется, свет покинул нас.
325;0;2;ruRU;Почему стража Штормграда не пришла?
325;0;3;ruRU;Когда кто-нибудь что-нибудь сделает с нежитью?
325;0;4;ruRU;Где все?
325;0;5;ruRU;Я даже не могу спокойно посетить могилу отца.
327;0;0;ruRU;Иииииии! Я бегу!
327;0;1;ruRU;Ты не бери свечу!
327;0;2;ruRU;Нет, убей меня! Нет, убей меня!
334;0;0;ruRU;Глупый $Р! Клан Черной горы будет танцевать на твоей могиле!
334;0;1;ruRU;Глупый $C! Ты не ровня моей мощи!
334;0;2;ruRU;Я Гат'Илзогг! А ты $R на грани смерти!
334;0;3;ruRU;Смерть $n! Да здравствует клан Черной горы!
334;0;4;ruRU;Кто посмеет вторгнуться в клан Черной горы? Смерть этому $R!
334;0;5;ruRU;Крошечный $C! Ты не ровня клану Черной горы!
334;0;6;ruRU;Глупый $C! Я сломаю кости этому слабому $R!
334;0;7;ruRU;Да здравствует могучий клан Черной горы!
341;0;0;ruRU;Давайте, мальчики, мы должны восстановить этот мост.
346;0;0;ruRU;Поднимите табуретку и выпейте!
346;0;1;ruRU;Бутылки пыльные, но ликер сливается чистым!
348;0;0;ruRU;Ничего не кусается....
348;0;1;ruRU;Здесь рыбный рыбный. . . подойди к папе.
349;0;0;ruRU;Мои раны серьезны. Простите мой медленный темп, но мои травмы не позволяют мне идти быстрее.
349;1;0;ruRU;Ах, наконец-то свежий воздух! Мне нужно время, чтобы отдохнуть.
349;2;0;ruRU;Заражение Черной горой в этих местах сильное. Я сделаю все возможное, чтобы сохранить темп. Пойдем!
349;3;0;ruRU;Маршал Маррис, сэр. Капрал Кишан из 12-го сабленосного полка вернулся из боя и прибыл на службу!
349;4;0;ruRU;Храбрый авантюрист, спасибо, что спас меня! Я уверен, что маршал Маррис вознаградит вас за ваш добрый поступок.
352;0;0;ruRU;Охранники! Помоги мне!
412;0;1;ruRU;ТЕМНОЗЕМЬЕ... Я ГОЛОДЮ!!
412;0;0;ruRU;РУАРРРРРР!!
423;0;0;ruRU;Больше костей, чтобы грызть...
423;0;1;ruRU;Грррр... свежее мясо!
423;0;2;ruRU;Гррррр!
424;0;0;ruRU;Больше костей, чтобы грызть...
424;0;1;ruRU;Грррр... свежее мясо!
424;0;2;ruRU;Гррррр!
426;0;0;ruRU;Больше костей, чтобы грызть...
426;0;1;ruRU;Грррр... свежее мясо!
426;0;2;ruRU;Гррррр!
429;0;0;ruRU;Больше костей, чтобы грызть...
429;0;1;ruRU;Грррр... свежее мясо!
429;0;2;ruRU;Гррррр!
430;0;0;ruRU;Больше костей, чтобы грызть...
430;0;1;ruRU;Грррр... свежее мясо!
430;0;2;ruRU;Гррррр!
431;0;0;ruRU;Гррррр!
431;0;1;ruRU;Грррр... свежее мясо!
431;0;2;ruRU;Больше костей, чтобы грызть...
432;0;0;ruRU;Больше костей, чтобы грызть...
432;0;1;ruRU;Грррр... свежее мясо!
432;0;2;ruRU;Гррррр!
432;1;0;ruRU;%s приходит в ярость!
433;0;0;ruRU;Больше костей, чтобы грызть...
433;0;1;ruRU;Грррр... свежее мясо!
433;0;2;ruRU;Гррррр!
434;0;0;ruRU;Больше костей, чтобы грызть...
434;0;1;ruRU;Грррр... свежее мясо!
434;0;2;ruRU;Гррррр!
435;0;0;ruRU;Почувствуй силу орков Черной горы!
435;0;1;ruRU;Ты не ровня оркам Черной горы!
435;1;0;ruRU;%s приходит в ярость!
435;2;0;ruRU;%s приходит в ярость!
436;0;0;ruRU;Почувствуй силу орков Черной горы!
436;0;1;ruRU;Ты не ровня оркам Черной горы!
436;1;0;ruRU;%s приходит в ярость!
437;0;0;ruRU;Почувствуй силу орков Черной горы!
437;0;1;ruRU;Ты не ровня оркам Черной горы!
437;1;0;ruRU;%s приходит в ярость!
440;0;0;ruRU;Почувствуй силу орков Черной горы!
440;0;1;ruRU;Ты не ровня оркам Черной горы!
440;1;0;ruRU;%s приходит в ярость!
445;0;0;ruRU;Больше костей, чтобы грызть...
445;0;1;ruRU;Грррр... свежее мясо!
445;0;2;ruRU;Гррррр!
446;0;0;ruRU;Больше костей, чтобы грызть...
446;0;1;ruRU;Грррр... свежее мясо!
446;0;2;ruRU;Гррррр!
448;0;0;ruRU;Больше костей, чтобы грызть...
448;0;1;ruRU;Грррр... свежее мясо!
449;0;0;ruRU;Братство не потерпит ваших действий.
449;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
449;0;2;ruRU;Почувствуй силу Братства!
452;0;0;ruRU;Больше костей, чтобы грызть...
452;0;1;ruRU;Грррр... свежее мясо!
453;0;0;ruRU;Больше костей, чтобы грызть...
453;0;1;ruRU;Грррр... свежее мясо!
466;0;0;ruRU;Привет гражданин.
467;0;0;ruRU;Следуй за мной, $n. Я отведу тебя в убежище Справедливости. Но тебе лучше защитить меня, иначе я умру.
467;1;0;ruRU;Вход спрятан здесь, в Мунбруке. Следите за ворами. Они хотят моей смерти.
467;2;0;ruRU;Можешь пойти и сказать Стаутмантлу, что здесь скрывается Банда Справедливости, $n.
467;3;0;ruRU;$n приближается быстро! Готовьтесь к бою!
467;3;1;ruRU;Помощь!
468;1;0;ruRU;Вставайте и к оружию, граждане Темнолесья! Мерзость нежити приближается по дороге!
468;2;0;ruRU;Мерзость заполонила лагерь Ночного Дозора! Быстро, мы должны перехватить его, прежде чем он достигнет города!
468;3;0;ruRU;Этого недостаточно! Защитники, соберитесь в центре города. Вместе мы будем противостоять монстру-нежити!
468;4;0;ruRU;Мерзость пришла! Вперед!
468;5;0;ruRU;Зверь убит! В Темнолесье все хорошо!
474;0;0;ruRU;Братство не потерпит ваших действий.
474;0;1;ruRU;Почувствуй силу Братства!
475;0;0;ruRU;Ты не бери свечу!
475;0;1;ruRU;Иииииии! Я бегу!
475;0;2;ruRU;Нет, убей меня! Нет, убей меня!
476;0;0;ruRU;Ты не бери свечу!
476;0;1;ruRU;Иииииии! Я бегу!
476;0;2;ruRU;Нет, убей меня! Нет, убей меня!
478;0;0;ruRU;Больше костей, чтобы грызть...
478;0;1;ruRU;Грррр... свежее мясо!
481;0;0;ruRU;Братство не потерпит ваших действий.
481;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
481;0;2;ruRU;Почувствуй силу Братства!
483;0;0;ruRU;Добрый день, Корбетт. Вот ваш сыр, свежеприготовленный сегодня утром! А как дела в вашем магазине?
483;0;1;ruRU;Привет, Корбетт! Ну вот! Надеюсь, дела в вашем магазине одежды идут хорошо...?
485;0;0;ruRU;Почувствуй силу орков Черной горы!
485;0;1;ruRU;Ты не ровня оркам Черной горы!
485;1;0;ruRU;%s приходит в ярость!
486;0;0;ruRU;%s приходит в ярость!
487;0;0;ruRU;Сообщалось о большой активности гноллов в карьере Золотого Берега и шахте Джанголод.
490;0;0;ruRU;Сообщается об активности Справедливости на прибрежном горизонте. На Сторожевом холме все чисто.
500;0;0;ruRU;Больше костей, чтобы грызть...
500;0;1;ruRU;Грррр... свежее мясо!
501;0;0;ruRU;Больше костей, чтобы грызть...
501;0;1;ruRU;Грррр... свежее мясо!
504;0;0;ruRU;Братство не потерпит ваших действий.
504;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
504;0;2;ruRU;Почувствуй силу Братства!
506;0;0;ruRU;Больше костей, чтобы грызть...
506;0;1;ruRU;Грррр... свежее мясо!
523;0;0;ruRU;Охранники! Помоги мне!
550;0;0;ruRU;У меня есть специальное сообщение для $n. И там написано, что ты должен умереть!
550;0;1;ruRU;Я доставлю тебя, слабенький $C, в загробную жизнь!
550;0;2;ruRU;Умри во имя Эдвина Ван Клифа!
550;0;3;ruRU;Кто посмеет вмешиваться в дела Братства Справедливости? Умри $С!
550;0;4;ruRU;Смерть любому $R, который встанет у меня на пути!
550;0;5;ruRU;Кто посмеет спровоцировать посланника Эдвина Ван Клифа? Умри $R!
550;0;6;ruRU;Есть ли у меня письма, адресованные $n? Почему нет! Похоже, тебе пора умирать!
550;0;7;ruRU;Вот поющая телеграмма для $n: Розы красные, фиалки синие, я убью любого $RI, которого увижу, включая тебя!
568;0;0;ruRU;Больше костей, чтобы грызть...
568;0;1;ruRU;Грррр... свежее мясо!
568;0;2;ruRU;Гррррр!
579;0;0;ruRU;Гррррр!
579;0;1;ruRU;Грррр... свежее мясо!
579;0;2;ruRU;Больше костей, чтобы грызть...
580;0;0;ruRU;Больше костей, чтобы грызть...
580;0;1;ruRU;Грррр... свежее мясо!
580;0;2;ruRU;Гррррр!
583;0;0;ruRU;Братство не потерпит ваших действий.
583;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
583;0;2;ruRU;Почувствуй силу Братства!
587;0;0;ruRU;%s приходит в ярость!
588;0;0;ruRU;%s впадает в бешенство!
589;0;0;ruRU;Братство не потерпит ваших действий.
589;0;1;ruRU;Почувствуй силу Братства!
590;0;0;ruRU;Братство не потерпит ваших действий.
590;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
590;0;2;ruRU;Почувствуй силу Братства!
594;0;0;ruRU;Братство не потерпит ваших действий.
594;0;1;ruRU;Ах, шанс использовать это только что заточенное лезвие.
594;0;2;ruRU;Почувствуй силу Братства!
595;0;0;ruRU;%s впадает в бешенство!
597;0;0;ruRU;%s приходит в ярость!
615;0;0;ruRU;Почувствуй силу орков Черной горы!
615;0;1;ruRU;Ты не ровня оркам Черной горы!
615;1;0;ruRU;%s приходит в ярость!
620;0;0;ruRU;%s вопросительно смотрит на вас. Может быть, вам стоит его осмотреть?
620;2;0;ruRU;%s начинает клевать ленту.
636;0;0;ruRU;%s выпрыгивает из тени!
639;0;0;ruRU;Никто не может бросить вызов Братству!
639;1;0;ruRU;Собачки, все вы!
639;2;0;ruRU;%s призывает больше своих союзников из тени.
639;3;0;ruRU;Дураки! Наше дело правое!
639;4;0;ruRU;И оставайся внизу!
639;5;0;ruRU;Братство победит!
644;0;0;ruRU;VanCleef хорошо платит за ваши головы!
646;0;0;ruRU;Вы там, проверить этот шум!
646;1;0;ruRU;Мы атакованы! Аваст, швабры! Дайте отпор захватчикам!
646;2;0;ruRU;Вы, сухопутные бабы, круче, чем я думал, мне придется импровизировать!
646;3;0;ruRU;Д'ах! Теперь ты меня злишь!
660;0;0;ruRU;%s приходит в ярость!
671;0;0;ruRU;%s приходит в ярость!
678;0;0;ruRU;Рааар!!! Я разбиваю $r!
678;0;1;ruRU;Меня разбить! Ты умрешь!
678;0;2;ruRU;Я раздавлю тебя!
679;0;0;ruRU;Рааар!!! Я разбиваю $r!
679;0;1;ruRU;Меня разбить! Ты умрешь!
679;0;2;ruRU;Я раздавлю тебя!
680;0;0;ruRU;Рааар!!! Я разбиваю $r!
680;0;1;ruRU;Меня разбить! Ты умрешь!
680;0;2;ruRU;Я раздавлю тебя!
694;0;0;ruRU;%s приходит в ярость!
697;0;0;ruRU;%s приходит в ярость!
699;0;0;ruRU;%s приходит в ярость!
701;0;0;ruRU;%s приходит в ярость!
702;0;0;ruRU;%s приходит в ярость!
706;0;0;ruRU;Ты скоро умрешь!
706;0;1;ruRU;Убить тебя будет легко.
706;0;2;ruRU;Я собираюсь превратить тебя в моджо!
706;0;3;ruRU;Мое оружие жаждет!
707;0;0;ruRU;Раздавить!
707;0;1;ruRU;Убийство!
707;0;2;ruRU;Разрушать!
709;0;0;ruRU;Рааар!!! Я разбиваю $r!
709;0;1;ruRU;Меня разбить! Ты умрешь!
709;0;2;ruRU;Я раздавлю тебя!
710;0;0;ruRU;Рааар!!! Я разбиваю $r!
710;0;1;ruRU;Меня разбить! Ты умрешь!
710;0;2;ruRU;Я раздавлю тебя!
711;0;0;ruRU;Больше костей, чтобы грызть...
711;0;1;ruRU;Грррр... свежее мясо!
712;0;0;ruRU;Гррррр!
712;0;1;ruRU;Грррр... свежее мясо!
712;0;2;ruRU;Больше костей, чтобы грызть...
716;0;0;ruRU;Я вижу, ты потерял ту главу, над созданием которой ты так усердно трудился, $n. Ну, ты оставил это прямо здесь!
724;0;0;ruRU;Раздавить!
724;0;1;ruRU;Убийство!
724;0;2;ruRU;Разрушать!
733;0;0;ruRU;Отлично. Вы с облегчением, рядовой. Отдыхайте, но не расслабляйтесь. Курцен не оставит нас в покое навсегда.
738;0;0;ruRU;Время моего патруля. Я скоро вернусь.
738;1;0;ruRU;Теперь, когда берег чист...
738;2;0;ruRU;Ну, я здесь. И я готов присоединиться...
738;3;0;ruRU;Спасибо, что спас меня!
738;4;0;ruRU;Меня долго не было... Мне лучше вернуться.
738;5;0;ruRU;Рядовой Торсен возвращается из патруля. Ничего нового, чтобы сообщить - там довольно тихо...
751;0;0;ruRU;%s приходит в ярость!
773;0;0;ruRU;%s фыркает пылинку снов в нос...
773;1;0;ruRU;%s ошеломлен...
773;2;0;ruRU;АЧУ!
773;3;0;ruRU;Ух ты! $n, эта пыльца снов - мощная штука!
775;0;0;ruRU;Ты ни к кому не присоединишься, Торсен..
775;1;0;ruRU;Теперь ты умрешь!
794;0;0;ruRU;Дэн! Рыба здесь тоже не клюет. Я собираюсь вернуться в свою старую рыбацкую нору!
794;1;0;ruRU;Ого, рыба здесь точно не клюет. Может быть, мне стоит отправиться на Хрустальное озеро, чтобы попытать счастья там!
821;0;0;ruRU;На Сторожевом холме все чисто, лорд Стаутмантл. Однако в Мунбруке сообщается о тяжелом движении Справедливости.
824;0;0;ruRU;Братство не потерпит ваших действий.
824;0;1;ruRU;Почувствуй силу Братства!
836;0;1;ruRU;Нет ничего лучше обжигающей утренней закваски в холодный день Дун Морога, чтобы начать все правильно!
836;1;1;ruRU;Оооооо горячо горячо! Если это не сделает вашу походку весенней, я не знаю, что сделает это!
881;0;0;ruRU;Братство не потерпит ваших действий.
881;0;1;ruRU;Почувствуй силу Братства!
889;0;0;ruRU;Рааар!!! Я разбиваю $r!
889;0;1;ruRU;Меня разбить! Ты умрешь!
889;0;2;ruRU;Я раздавлю тебя!
891;0;0;ruRU;Рааар!!! Я разбиваю $r!
891;0;1;ruRU;Меня разбить! Ты умрешь!
891;0;2;ruRU;Я раздавлю тебя!
892;0;0;ruRU;Рааар!!! Я разбиваю $r!
892;0;1;ruRU;Меня разбить! Ты умрешь!
892;0;2;ruRU;Я раздавлю тебя!
903;0;0;ruRU;Маршал Маррис ожидает резерва из Штормграда в любое время. . . .
931;0;0;ruRU;Охранники! Помоги мне!
932;0;0;ruRU;Где те подкрепления из Штормграда? Сообщалось о сильной активности Blackrock на востоке.
933;0;0;ruRU;Надеюсь, скоро появится подкрепление из Штормграда. . . .
935;0;0;ruRU;До сих пор никаких признаков 2-го батальона из Штормграда. Поступают сообщения о движении Shadowhide на северо-востоке.
946;0;0;ruRU;Мое оружие жаждет!
946;0;1;ruRU;Убить тебя будет легко.
946;0;2;ruRU;Ты скоро умрешь!
946;0;3;ruRU;Я собираюсь превратить тебя в моджо!
988;0;0;ruRU;Хм, без сомнения, она считает себя новой любовницей Стонарда. Может быть, мы должны предложить помочь ее суккубам убрать ее беспорядок?
1007;0;0;ruRU;Больше костей, чтобы грызть...
1007;0;1;ruRU;Грррр... свежее мясо!
1008;0;0;ruRU;Больше костей, чтобы грызть...
1008;0;1;ruRU;Грррр... свежее мясо!
1009;0;0;ruRU;Больше костей, чтобы грызть...
1009;0;1;ruRU;Грррр... свежее мясо!
1010;0;0;ruRU;Больше костей, чтобы грызть...
1010;0;1;ruRU;Грррр... свежее мясо!
1011;0;0;ruRU;Больше костей, чтобы грызть...
1011;0;1;ruRU;Грррр... свежее мясо!
1012;0;0;ruRU;Больше костей, чтобы грызть...
1012;0;1;ruRU;Грррр... свежее мясо!
1013;0;0;ruRU;Больше костей, чтобы грызть...
1013;0;1;ruRU;Грррр... свежее мясо!
1014;0;0;ruRU;Больше костей, чтобы грызть...
1014;0;1;ruRU;Грррр... свежее мясо!
1021;0;0;ruRU;%s издает пронзительный визг, призывая на помощь!
1034;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1034;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1034;0;2;ruRU;За Драконью Пасть!
1035;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1035;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1035;0;2;ruRU;За Драконью Пасть!
1036;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1036;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1036;0;2;ruRU;За Драконью Пасть!
1037;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1037;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1037;0;2;ruRU;За Драконью Пасть!
1037;1;0;ruRU;%s впадает в бешенство!
1038;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1038;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1038;0;2;ruRU;За Драконью Пасть!
1051;0;0;ruRU;Никогда не пересекайся с племенем Черного Железа, $C.
1051;0;1;ruRU;Время умирать, $C.
1051;0;2;ruRU;Почувствуйте мощь дворфов Черного Железа!
1052;0;0;ruRU;Вахехе! Я беру тебя с собой!
1052;1;0;ruRU;Глаза %s светятся красным, когда он поджигает динамит и начинает безумно кудахтать!
1052;2;0;ruRU;Никогда не пересекайся с племенем Черного Железа, $C.
1052;2;1;ruRU;Время умирать, $C.
1052;2;2;ruRU;Почувствуйте мощь дворфов Черного Железа!
1053;0;0;ruRU;Никогда не пересекайся с племенем Черного Железа, $C.
1053;0;1;ruRU;Время умирать, $C.
1053;0;2;ruRU;Почувствуйте мощь дворфов Черного Железа!
1054;0;0;ruRU;Никогда не пересекайся с племенем Черного Железа, $C.
1054;0;1;ruRU;Время умирать, $C.
1054;0;2;ruRU;Почувствуйте мощь дворфов Черного Железа!
1057;0;0;ruRU;Твои кости сломаются под моим сапогом, $r!
1057;0;1;ruRU;Да здравствует Драконья Пасть! Умри, никчемный $r!
1057;0;2;ruRU;За Драконью Пасть!
1061;0;0;ruRU;%s приходит в ярость!
1063;0;0;ruRU;Я не могу позволить вам войти в Храм! Я должен уничтожить тебя ради твоего же блага!
1065;0;0;ruRU;Больше костей, чтобы грызть...
1065;0;1;ruRU;Грррр... свежее мясо!
1077;0;0;ruRU;Я полагал, что в конце концов Флагонгут пошлет кого-нибудь за этой окаменелостью.
1093;0;0;ruRU;Каменная плотина спасена! Три ура за $n!
1115;0;0;ruRU;РАЗРУШАТЬ!
1115;0;1;ruRU;УБИЙСТВО!
1115;0;2;ruRU;РАЗДАВИТЬ!
1116;0;0;ruRU;РАЗРУШАТЬ!
1116;0;1;ruRU;УБИЙСТВО!
1116;0;2;ruRU;РАЗДАВИТЬ!
1117;0;0;ruRU;Раздавить!
1117;0;1;ruRU;Убийство!
1117;0;2;ruRU;Разрушать!
1118;0;0;ruRU;%s приходит в ярость!
1118;1;0;ruRU;Раздавить!
1118;1;1;ruRU;Убийство!
1118;1;2;ruRU;Разрушать!
1119;0;0;ruRU;Время бить!
1120;0;0;ruRU;Ты скоро умрешь!
1120;0;1;ruRU;Убить тебя будет легко.
1120;0;2;ruRU;Я собираюсь превратить тебя в моджо!
1120;0;3;ruRU;Мое оружие жаждет!
1121;0;0;ruRU;Мое оружие жаждет!
1121;0;1;ruRU;Убить тебя будет легко.
1121;0;2;ruRU;Ты скоро умрешь!
1121;0;3;ruRU;Я собираюсь превратить тебя в моджо!
1122;0;0;ruRU;Мое оружие жаждет!
1122;0;1;ruRU;Убить тебя будет легко.
1122;0;2;ruRU;Ты скоро умрешь!
1122;0;3;ruRU;Я собираюсь превратить тебя в моджо!
1123;0;0;ruRU;Ты скоро умрешь!
1123;0;1;ruRU;Убить тебя будет легко.
1123;0;2;ruRU;Я собираюсь превратить тебя в моджо!
1123;0;3;ruRU;Мое оружие жаждет!
1124;0;0;ruRU;Попробуй магию Frostmane.
1124;0;1;ruRU;Все, что тебе нужно, $R, это моя травка.
1140;0;0;ruRU;%s издает пронзительный визг, призывая на помощь!
1141;0;0;ruRU;Да здравствует $n, достойный $c!
1141;1;0;ruRU;Вот! Голубой отшельник устраивает пир в $g his:her
