"entry","slot","item","maxcount","incrtime","ExtendedCost","VerifiedBuild"
"46079","0","34333","0","0","0","0"
"46079","0","34335","0","0","0","0"
"46079","0","34336","0","0","0","0"
"46079","0","34337","0","0","0","0"
"46079","0","34339","0","0","0","0"
"46079","0","34340","0","0","0","0"
"46079","0","34341","0","0","0","0"
"46079","0","34342","0","0","0","0"
"46079","0","34343","0","0","0","0"
"46079","0","34344","0","0","0","0"
"46079","0","34345","0","0","0","0"
"46079","0","34350","0","0","0","0"
"46079","0","34351","0","0","0","0"
"46079","0","34366","0","0","0","0"
"46079","0","34367","0","0","0","0"
"46079","0","34370","0","0","0","0"
"46079","0","34386","0","0","0","0"
"46079","0","34393","0","0","0","0"
"46079","0","34395","0","0","0","0"
"46079","0","34397","0","0","0","0"
"46079","0","34399","0","0","0","0"
"46079","0","34405","0","0","0","0"
"46079","0","34406","0","0","0","0"
"46079","0","34896","0","0","0","0"
"46079","0","35592","0","0","0","0"
"46079","0","38506","0","0","0","0"
"46079","0","45118","0","0","0","0"
"46079","0","45442","0","0","0","0"
"46079","0","45677","0","0","0","0"
"46079","0","45682","0","0","0","0"
"46079","0","45695","0","0","0","0"
"46079","0","45697","0","0","0","0"
"46079","0","45713","0","0","0","0"
"46079","0","45832","0","0","0","0"
"46079","0","45868","0","0","0","0"
"46079","0","45872","0","0","0","0"
"46079","0","45877","0","0","0","0"
"46079","0","45935","0","0","0","0"
"46079","0","47834","0","0","0","0"
"46079","0","49821","0","0","0","0"
"46079","0","49835","0","0","0","0"
"46079","0","49840","0","0","0","0"
"46079","0","50375","0","0","0","0"
"46079","0","50729","0","0","0","0"
"46079","0","51010","0","0","0","0"
"46079","0","51791","0","0","0","0"
